The Extraordinary Adventures of Adèle Blanc-Sec,160
Get Low,161
Pyaar Impossible,162
Children of Invention,163
Gainsbourg: A Heroic Life,164
Giallo,165
TEKKEN,166
Blood Into Wine,167
The Last Exorcism,168
The American,169
If God Is Willing and da Creek Don't Rise,170
The Switch,171
Gasland,172
No One Dies in Lily Dale,173
Vesku,174
Machete,175
Step Up 3D,176
The Truth,177
Going the Distance,178
Four Stories of St. Julian,179
Abandoned,180
Still Bill,181
Vampires Suck,182
Resident Evil: Afterlife,183
Preacher's Kid,184
22 Bullets,185
Prinsessa,186
The Social Network,187
Superman/Batman: Apocalypse,188
The Town,189
Some Days Are Better Than Others,190
Easy A,191
Eat Pray Love,192
Howl,193
Camp Hell,194
I'm Still Here,195
Flipped,196
Hubble 3D,197
Wall Street: Money Never Sleeps,198
Legend of the Guardians: The Owls of Ga'Hoole,199
Cats & Dogs 2 : The Revenge of Kitty Galore,200
Amigo,201
Monga,202
It's Kind of a Funny Story,203
Just Like Us,204
Tamara Drewe,205
Every Day,206
My Girlfriend's Boyfriend,207
Let Me In,208
Sintel,209
Secretariat,210
Devil,211
You Again,212
Life As We Know It,213
Catfish,214
You Will Meet a Tall Dark Stranger,215
Stone,216
Inside Job,217
Monsters,218
David Cross: Bigger and Blackerer,219
Conviction,220
Dirty Girl,221
Harmony and Me,222
Never Let Me Go,223
The Illusionist,224
Toe to Toe,225
Lost Boys: The Thirst,226
Kaboom,227
Budrus,228
PEEPLI [Live],229
Rubber,230
Seven Days,231
Shelter,232
In My Sleep,233
Jackass 3D,234
Restrepo,235
Road Train,236
30 Days of Night: Dark Days,237
No Mercy,238
Waiting for 'Superman',239
RED,240
In a Better World,241
My Soul to Take,242
My Kidnapper,243
Heartbreaker,244
Of Gods and Men,245
Eastern Drift,246
Paranormal Activity 2,247
R,248
Born to Raise Hell,249
The Maze,250
13Hrs,251
Heartbeats,252
Hereafter,253
Black Death,254
Undisputed III : Redemption,255
Saw: The Final Chapter,256
Due Date,257
127 Hours,258
Megamind,259
Black Swan,260
A Turtle's Tale: Sammy's Adventures,261
Jack Goes Boating,262
Fair Game,263
Scared Shrekless,264
Tales of an Ancient Empire,265
How I Ended This Summer,266
Thieves by Law,267
Uncle Boonmee Who Can Recall His Past Lives,268
The House,269
Unstoppable,270
Morning Glory,271
Certified Copy,272
The Next Three Days,273
Somewhere,274
Agnosia,275
Wild Target,276
Carlos,277
Biutiful,278
The First Beautiful Thing,279
Harry Potter and the Deathly Hallows: Part 1,280
The King's Speech,281
Tangled,282
The Lost Skeleton Returns Again,283
Snow & Ashes,284
The Fighter,285
The Romantics,286
Red: Werewolf Hunter,287
The Extra Man,288
Crazy on the Outside,289
Bad Family,290
The Reef,291
The Tillman Story,292
Casino Jack,293
Vincent Wants to Sea,294
London Boulevard,295
Skyline,296
Karthik Calling Karthik,297
Sex & Drugs & Rock & Roll,298
Home for Christmas,299
Beastly,300
Get Educated: Paathshaala,301
Love & Other Drugs,302
The Chronicles of Narnia: The Voyage of the Dawn Treader,303
Tiny Furniture,304
Lovers of Hate,305
The Tourist,306
Chatroom,307
Rare Exports: A Christmas Tale,308
13,309
Honey,310
Rammbock: Berlin Undead,311
Hatchet II,312
All Good Things,313
Night Catches Us,314
"Tomorrow, When the War Began",315
I Love You Too,316
True Grit,317
TRON: Legacy,318
Another Year,319
How Do You Know,320
Barney's Version,321
The Company Men,322
I Saw the Devil,323
We Are the Night,324
Faster,325
Little Big Soldier,326
Rabbit Hole,327
The Lottery,328
Little Fockers,329
Gulliver's Travels,330
Klown,331
Nude Nuns With Big Guns,332
The Last Circus,333
Tere Bin Laden,334
The Scientist,335
White Material,336
And Soon the Darkness,337
Burlesque,338
Violet Tendencies,339
The Secret World of Arrietty,340
Tucker and Dale vs Evil,341
Yogi Bear,342
Countdown to Zero,343
Band Baaja Baaraat,344
Made in Dagenham,345
Waste Land,346
Last Night,347
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),348
The Green Hornet,349
The Way Back,350
The Warrior's Way,351
Fortress of War,352
Ong Bak 3,353
Season of the Witch,354
Ricky Gervais Live 4: Science,355
Outrage,356
No Return,357
Cowboys & Aliens,358
Just Like Me,359
L'amour fou,360
A Film Unfinished,361
Day & Night,362
Marwencol,363
Edge,364
The Dilemma,365
Frankie & Alice,366
The Trip,367
Gravity,368
2012: Time for Change,369
Cool It,370
Poetry,371
"Tuesday, After Christmas",372
The Housemaid,373
Limitless,374
Happy People: A Year in the Taiga,375
Carrie Fisher: Wishful Drinking,376
I Spit on Your Grave,377
Simple Simon,378
Even the Rain,379
Welcome to the Rileys,380
The Traveler,381
Chain Letter,382
Zeitgeist: Moving Forward,383
"Stewart Lee: If You Prefer a Milder Comedian, Please Ask for One",384
What Women Want,385
No Strings Attached,386
The Lincoln Lawyer,387
The Rite,388
Dog Pound,389
All Star Superman,390
And Everything Is Going Fine,391
Silent Souls,392
Virus X,393
For Colored Girls,394
From Prada to Nada,395
Country Strong,396
Unknown,397
Sanctum,398
Cedar Rapids,399
Mirrors 2,400
Gnomeo & Juliet,401
Burke & Hare,402
Vanishing on 7th Street,403
Open House,404
Client 9: The Rise and Fall of Eliot Spitzer,405
Paul,406
Submarino,407
Drive Angry,408
Rango,409
Take Me Home Tonight,410
Confessions,411
The Adjustment Bureau,412
Lapland Odyssey,413
Happythankyoumoreplease,414
Cropsey,415
The Mechanic,416
Hall Pass,417
The Eagle,418
I Am Number Four,419
71: Into the Fire,420
Battle: Los Angeles,421
Public Speaking,422
Norwegian Wood,423
The Sunset Limited,424
Mars Needs Moms,425
Fubar II,426
The Bannen Way,427
Scooby-Doo! Curse of the Lake Monster,428
Holy Rollers,429
Elite Squad: The Enemy Within,430
The Wildest Dream,431
Just Go with It,432
Trophy Wife,433
Cave of Forgotten Dreams,434
Red Riding Hood,435
"Big Mommas: Like Father, Like Son",436
Super,437
Täällä Pohjantähden alla II,438
Troll Hunter,439
Source Code,440
Jane Eyre,441
Sucker Punch,442
Putty Hill,443
Essential Killing,444
The Kings of Mykonos,445
Chalet Girl,446
Der letzte schöne Herbsttag,447
Black Bread,448
Don't You Forget About Me,449
Ingrid,450
Beneath Hill 60,451
Formosa Betrayed,452
Senna,453
Kapitalism: Our Improved Formula,454
Insidious,455
Meek's Cutoff,456
Hobo with a Shotgun,457
Win Win,458
Room in Rome,459
Boy,460
Diary of a Wimpy Kid: Rodrick Rules,461
Henry's Crime,462
Hop,463
The Arbor,464
Leap Year,465
13 Assassins,466
On Tour,467
Hanna,468
New Kids Turbo,469
Easy Money,470
Beyond,471
Into Eternity,472
American: The Bill Hicks Story,473
Arthur,474
Scream 4,475
Rio,476
The Princess of Montpensier,477
Melancholia,478
Thor,479
Louis C.K.: Hilarious,480
Atlas Shrugged Part I,481
Welcome to the South,482
The Resident,483
That's What I Am,484
Outside the Law,485
Mildred Pierce,486
Ito: Diary of an Urban Priest,487
Bloomington,488
Water for Elephants,489
Foo Fighters: Back and Forth,490
The Light Bulb Conspiracy,491
The Names of Love,492
African Cats,493
Tracker,494
Film Socialisme,495
Kill the Irishman,496
Cold Weather,497
Fast Five,498
Kosmos,499
The Parking Lot Movie,500
We Are What We Are,501
The Robber,502
Attenberg,503
The High Cost of Living,504
Incendies,505
Neon Flesh,506
Soul Surfer,507
Something Borrowed,508
Bridesmaids,509
Priest,510
The 19th Wife,511
The Beaver,512
The Tortured,513
Pirates of the Caribbean: On Stranger Tides,514
Midnight in Paris,515
The Kid with a Bike,516
The Man from Nowhere,517
The Tree of Life,518
The Hangover Part II,519
Nothing to Declare,520
Fly Away,521
Victim,522
Daayen Ya Baayen,523
Stonewall Uprising,524
The Virginity Hit,525
Pina,526
The Roommate,527
The Strange Case of Angelica,528
8:28 AM,529
Trust,530
Group Sex,531
The Mosquito Net,532
Loft,533
Open Season 3,534
The Speed of Thought,535
20 Seconds of Joy,536
Attack the Block,537
The Way,538
Let the Bullets Fly,539
The Tunnel,540
Kung Fu Panda 2,541
X-Men: First Class,542
Submarine,543
A Nightmare in Las Cruces,544
The Other Woman,545
American Grindhouse,546
Everything Must Go,547
Eyes of the Mothman,548
Red White & Blue,549
Beginners,550
Super 8,551
Lottery Ticket,552
The Oath,553
The City Below,554
Daydream Nation,555
The Chosen One,556
Green Lantern,557
"Bicicleta, Cullera, Poma",558
Elektra Luxx,559
Cinema Verite,560
Mr. Popper's Penguins,561
Bad Teacher,562
Why Did I Get Married Too?,563
Transformers: Dark of the Moon,564
Larry Crowne,565
Score: A Hockey Musical,566
Your Highness,567
YellowBrickRoad,568
Judy Moody and the Not Bummer Summer,569
Kalamity,570
The Four-Faced Liar,571
Seconds Apart,572
Armless,573
Too Big to Fail,574
Takers,575
Three,576
Route Irish,577
"Cougars, Inc.",578
Strapped,579
Zookeeper,580
Horrible Bosses,581
Cars 2,582
Megan is Missing,583
The Ward,584
Page One: Inside the New York Times,585
Anton Chekhov's The Duel,586
Burn Notice: The Fall of Sam Axe,587
"If I Want to Whistle, I Whistle",588
Mammuth,589
200 MPH,590
Hot Coffee,591
Double Dhamaal,592
"Happiness Is a Warm Blanket, Charlie Brown",593
Delhi Belly,594
Snowblind,595
Upside Down: The Creation Records Story,596
Monte Carlo,597
Monogamy,598
The Perfect Host,599
Harry Potter and the Deathly Hallows: Part 2,600
Conan O'Brien Can't Stop,601
Drive,602
Love Crime,603
Snow Flower and the Secret Fan,604
Captain America: The First Avenger,605
"Crazy, Stupid, Love.",606
One Day,607
35 and Ticking,608
The Guard,609
Griff the Invisible,610
Quarantine 2: Terminal,611
Winnie the Pooh,612
Peep World,613
The Woman,614
Beverly Hills Chihuahua 2,615
Four Times,616
The Sleeping Beauty,617
Almighty Thor,618
The Smurfs,619
Reparando,620
Dylan Dog: Dead of Night,621
The Undefeated,622
Friends with Benefits,623
3 Backyards,624
Small Town Murder Songs,625
Paper Birds,626
Waking Madison,627
The Possession of David O'Reilly,628
Alpha and Omega,629
Legend of the Fist: The Return of Chen Zhen,630
Blitz,631
The Autobiography of Nicolae Ceausescu,632
Mysteries of Lisbon,633
Oki's Movie,634
FRED: The Movie,635
The Yellow Sea,636
La nostra vita,637
Come Undone,638
Our Idiot Brother,639
Almanya: Welcome to Germany,640
A Letter to Elia,641
Twixt,642
Princess Kaiulani,643
Death Race 2,644
Cyberbully,645
Beats Rhymes & Life: The Travels of A Tribe Called Quest,646
Wandering Streams,647
West Is West,648
Rise of the Planet of the Apes,649
Terri,650
The Change-Up,651
The Help,652
30 Minutes or Less,653
Glee: The Concert Movie,654
An Invisible Sign,655
Gantz,656
El Bulli: Cooking in Progress,657
My Afternoons with Margueritte,658
Final Destination 5,659
The Conspirator,660
A Very Harold & Kumar Christmas,661
Loose Cannons,662
Carancho,663
Spy Kids: All the Time in the World,664
Don't Be Afraid of the Dark,665
Fright Night,666
Another Earth,667
Hesher,668
Stake Land,669
The Greatest Movie Ever Sold,670
The Debt,671
Colombiana,672
Bill Cunningham New York,673
Freakonomics,674
The Skin I Live In,675
Backlight,676
Shadows & Lies,677
Phil Ochs: There But for Fortune,678
Good Neighbours,679
Conan the Barbarian,680
Dead Awake,681
Prom,682
Magic Trip,683
Strongman,684
Waiting for Forever,685
Project Nim,686
Birdemic: Shock and Terror,687
Win/Win,688
Page Eight,689
The Inbetweeners Movie,690
The Future,691
Love Ranch,692
The Interrupters,693
Red State,694
Chinese Take-Out,695
A Better Life,696
Ceremony,697
Sympathy for Delicious,698
Wrecked,699
Pearl Jam: Twenty,700
I Don't Know How She Does It,701
Shark Night,702
Beautiful Lies,703
Contagion,704
We Have a Pope,705
Sleeping Beauty,706
Straw Dogs,707
Moneyball,708
William S. Burroughs: A Man Within,709
"Fat, Sick & Nearly Dead",710
Le Havre,711
X,712
Zindagi Na Milegi Dobara,713
Restless,714
Neds,715
Cold Fish,716
Skeletons,717
Phineas and Ferb the Movie: Across the 2nd Dimension,718
Point Blank,719
Ironclad,720
Russell Peters: The Green Card Tour,721
Black Butterflies,722
Bereavement,723
A Horrible Way to Die,724
The Avengers,725
Tinker Tailor Soldier Spy,726
A Separation,727
A Dangerous Method,728
Warrior,729
Littlerock,730
Sherlock Holmes,731
The Ides of March,732
Kill List,733
Killer Elite,734
Bobby Fischer Against the World,735
Badmaash Company,736
The Nature of Existence,737
Bellflower,738
50/50,739
Main Street,740
The Turin Horse,741
Generation P,742
Once Upon a Time in Anatolia,743
The Artist,744
Superheroes,745
Blinky™,746
Play,747
Enthiran,748
Circumstance,749
Ticking Clock,750
Ghost from the Machine,751
Take Shelter,752
The Myth of the American Sleepover,753
Road to Nowhere,754
The Music Never Stopped,755
Le jeu de la mort,756
No Rest for the Wicked,757
The Presence,758
The Caller,759
Captain Thunder,760
Real Steel,761
Buck,762
Hell,763
My Joy,764
Father of Invention,765
Catching Hell,766
Footloose,767
The Thing,768
Lemmy,769
Beautiful Boy,770
The Harvest (La Cosecha),771
Tyrannosaur,772
Men in the City 2,773
Martha Marcy May Marlene,774
We Need to Talk About Kevin,775
Tabloid,776
The River Murders,777
The Three Musketeers,778
In Time,779
Oranges and Sunshine,780
Brighton Rock,781
Burning Palms,782
Margaret,783
Carnage,784
Assassination Games,785
Margin Call,786
Paranormal Activity 3,787
Puncture,788
Polisse,789
A Little Bit of Heaven,790
Bertsolari,791
Johnny English Reborn,792
Abduction,793
Beginning of the Great Revival,794
This Must Be the Place,795
Shame,796
"Happy, Happy",797
A Screaming Man,798
What's Your Number?,799
Dream House,800
How to Die in Oregon,801
Headhunters,802
Batman: Year One,803
Campus Radio,804
Machine Gun Preacher,805
Miss Representation,806
Answer This!,807
Anonymous,808
Mr. Nice,809
Hella W,810
The Veteran,811
Tower Heist,812
J. Edgar,813
The Double,814
The Adventures of Tintin,815
The Son of No One,816
The Minister,817
Tomboy,818
Pompeii: The Mystery of the People Frozen in Time,819
George Harrison: Living in the Material World,820
Hugo,821
Higher Ground,822
Trespass,823
Immortals,824
Jack and Jill,825
The People vs. George Lucas,826
The Devil's Double,827
Setup,828
House of Tolerance,829
Dreileben: Beats Being Dead,830
The Deep Blue Sea,831
11-11-11,832
Into the Abyss,833
"Oslo, August 31st",834
The Last Mountain,835
Sasha,836
I Want to Be a Soldier,837
Another Happy Day,838
Shaolin,839
Wuthering Heights,840
LennoNYC,841
The River Why,842
Cherry,843
The Descendants,844
Like Crazy,845
The Muppets,846
The Twilight Saga: Breaking Dawn - Part 1,847
War Horse,848
The Rum Diary,849
My Week with Marilyn,850
An Inconvenient Tax,851
Weekend,852
Echoes of the Rainbow,853
Beijing Taxi,854
"Lebanon, Pa.",855
Living Will...,856
Singham,857
Shanghai,858
Bunraku,859
Gantz: Perfect Answer,860
Sarah's Key,861
The Tree,862
The Sitter,863
Extremely Loud & Incredibly Close,864
Sing Your Song,865
Rampart,866
Happy Feet Two,867
Arthur Christmas,868
Miss Bala,869
The Perfect Game,870
Elephant White,871
Violet & Daisy,872
Flypaper,873
Bullet to the Head,874
The Expendables 2,875
Sharktopus,876
The Hunger Games,877
Womb,878
Fire of Conscience,879
The Dark Knight Rises,880
The Bourne Legacy,881
I Melt with You,882
Sherlock Holmes: A Game of Shadows,883
Life in a Day,884
A Funny Man,885
Coriolanus,886
Americano,887
This Is Not a Film,888
Outside Satan,889
The Student,890
Shit Year,891
Young Adult,892
Faces in the Crowd,893
New Year's Eve,894
Mission: Impossible - Ghost Protocol,895
We Bought a Zoo,896
The Girl with the Dragon Tattoo,897
The Darkest Hour,898
Picture Me,899
Alvin and the Chipmunks: Chipwrecked,900
Albert Nobbs,901
Julia's Eyes,902
Metrobranding,903
Salvation Boulevard,904
Friends with Kids,905
Intruders,906
In the Land of Blood and Honey,907
Brutal Beauty: Tales of the Rose City Rollers,908
Reagan,909
The Last Lions,910
Territories,911
Girl Walks Into a Bar,912
Bringing Up Bobby,913
The Painting Sellers,914
Ladies vs Ricky Bahl,915
Pariah,916
Kung Fu Panda Holiday,917
Newlyweds,918
The Devil Inside,919
Born To Race,920
Roadie,921
Contraband,922
Beneath the Darkness,923
Being Elmo: A Puppeteer's Journey,924
Joyful Noise,925
Dolphin Tale,926
Chico & Rita,927
The Iron Lady,928
Elena,929
Aurora,930
The Conquest,931
Mad Bastards,932
Nostalgia for the Light,933
Top Floor Left Wing,934
Albatross,935
Loosies,936
The Mill and the Cross,937
Cat Run,938
The Divide,939
Underworld: Awakening,940
The Grey,941
Man on a Ledge,942
Sacrifice,943
Veijarit,944
The Pruitt-Igoe Myth,945
White Irish Drinkers,946
Haywire,947
Case départ,948
The Whistleblower,949
The Human Centipede 2 (Full Sequence),950
14 Blades,951
My Future Boyfriend,952
Goodbye,953
The Loneliest Planet,954
Policeman,955
"Turn Me On, Dammit!",956
Faust,957
Post Mortem,958
Morgen,959
Apollo 18,960
Crazy Horse,961
Seeking Justice,962
Hostel: Part III,963
The Disappearance of Haruhi Suzumiya,964
Red Tails,965
In Darkness,966
The Flowers of War,967
Thunder Soul,968
The Intouchables,969
Declaration of War,970
One for the Money,971
Becoming Chaz,972
W.E.,973
The Innkeepers,974
The Storage,975
Big Miracle,976
Collision Earth,977
Cameraman: The Life and Work of Jack Cardiff,978
Six Degrees of Celebration,979
Six Degrees of Celebration 2,980
Grave Encounters,981
Detective Dee and the Mystery of the Phantom Flame,982
Forever Yours,983
Chronicle,984
The Woman in Black,985
Woman in Love,986
Toast,987
The Art of Getting By,988
The Human Resources Manager,989
Bucky Larson: Born to Be a Star,990
The Monk,991
All Watched Over by Machines of Loving Grace,992
Third Star,993
"Dylan Moran: Yeah, Yeah",994
Safe House,995
The Vow,996
Swamp Shark,997
Louis C.K.: Live at the Beacon Theater,998
As Luck Would Have It,999
The Black Power Mixtape 1967-1975,1000
Monsieur Lazhar,1001
"For a Good Time, Call...",1002
Casey Jones,1003
Janie Jones,1004
Journey 2: The Mysterious Island,1005
Perfect Sense,1006
The Shrine,1007
Fake,1008
Tim and Eric's Billion Dollar Movie,1009
Chapiteau-Show,1010
Sommer der Gaukler,1011
Kokowaah,1012
When Love Is Not Enough: The Lois Wilson Story,1013
Sixpack,1014
The City Dark,1015
Oka!,1016
Bombay Beach,1017
The Sorcerer and the White Snake,1018
Flying Swords of Dragon Gate,1019
Smokin' Aces 2: Assassins' Ball,1020
Knuckle,1021
Ricky Rapper and the Bicycle Thief,1022
Plans for Tomorrow,1023
We Were Here,1024
The Hunter,1025
The Dead,1026
Ghost Rider: Spirit of Vengeance,1027
A Monster in Paris,1028
"DOS μια ιστορία αγάπης, απ' την ανάποδη",1029
A Very Potter Sequel,1030
Once Upon a Time in the North,1031
Miss Nobody,1032
Retreat,1033
October Baby,1034
Khodorkovsky,1035
The Bear,1036
Bag of Bones,1037
Mozart's Sister,1038
Seven Days in Utopia,1039
The Women on the 6th Floor,1040
Mega Shark vs. Crocosaurus,1041
Wrong Turn 4: Bloody Beginnings,1042
Sleep Tight,1043
Arena,1044
Red Hill,1045
Another Woman's Life,1046
A Cat in Paris,1047
Children Who Chase Lost Voices,1048
Gone,1049
Courageous,1050
Project X,1051
The Lorax,1052
The Big Year,1053
Act of Valor,1054
Undefeated,1055
This Means War,1056
John Carter,1057
Canned Dreams,1058
When We Leave,1059
Great Directors,1060
Queen: Days of Our Lives,1061
The Art of Flight,1062
Starbuck,1063
Forks Over Knives,1064
Goon,1065
The Hidden Face,1066
In Gold We Trust,1067
Listen to Your Heart,1068
The Awakening,1069
The Round Up,1070
Miral,1071
Like Water,1072
Game Change,1073
The Ledge,1074
Bestseller,1075
21 Jump Street,1076
"Jeff, Who Lives at Home",1077
Yes or No,1078
Blind,1079
Lockout,1080
Bedevilled,1081
Lucky,1082
Resurrect Dead: The Mystery of the Toynbee Tiles,1083
A Lonely Place to Die,1084
Snowtown,1085
Space Battleship Yamato,1086
Zero Bridge,1087
Wreckers,1088
Verbo,1089
The Frankenstein Syndrome,1090
!Women Art Revolution,1091
Casa De Mi Padre,1092
Corman's World: Exploits of a Hollywood Rebel,1093
Letters to Santa,1094
Dragon Age: Redemption,1095
Jiro Dreams of Sushi,1096
Damsels in Distress,1097
Salmon Fishing in the Yemen,1098
Eden of the East Movie II: Paradise Lost,1099
Saving Face,1100
Meeting Evil,1101
Wrath of the Titans,1102
Bending The Rules,1103
Paan Singh Tomar,1104
Detachment,1105
Answers to Nothing,1106
4:44 Last Day on Earth,1107
Iron Sky,1108
Absentia,1109
There's Something Wrong with Aunt Diane,1110
American Reunion,1111
Ticked-Off Trannies with Knives,1112
The Raid,1113
The Cabin in the Woods,1114
Delicacy,1115
God Bless America,1116
The Desert of Forbidden Art,1117
The Wayshower,1118
Romantics Anonymous,1119
The Unknown Woman,1120
The Day I Was Not Born,1121
Housefull 2,1122
Agent Vinod,1123
Footnote,1124
Café de Flore,1125
L!fe Happens,1126
The Silent House,1127
Silent House,1128
The Three Stooges,1129
The Raven,1130
The Ballad of Nessie,1131
The Big Bang,1132
Mirror Mirror,1133
Battleship,1134
Our Day Will Come,1135
Louis Theroux: America's Most Hated Family in Crisis,1136
Appropriate Adult,1137
Terraferma,1138
Goodbye First Love,1139
The Best Exotic Marigold Hotel,1140
Rush: Beyond the Lighted Stage,1141
Position Among the Stars,1142
Crime After Crime,1143
Black Pond,1144
18 Years Later,1145
King of Devil's Island,1146
Twelve,1147
Sharpay's Fabulous Adventure,1148
Comic-Con Episode IV: A Fan's Hope,1149
Bullhead,1150
Bully,1151
The Hammer,1152
Hysteria,1153
Dante's Inferno: An Animated Epic,1154
The Bleeding House,1155
Aakrosh,1156
Super Demetrios,1157
The Five-Year Engagement,1158
Men in Hope,1159
Spud,1160
The Catechism Cataclysm,1161
The Devil's Rock,1162
Think Like a Man,1163
The Lucky One,1164
Chosin,1165
If a Tree Falls: A Story of the Earth Liberation Front,1166
The Greening of Whitney Brown,1167
Safe,1168
The Fairy,1169
The Swell Season,1170
Jumping the Broom,1171
Red Dog,1172
Any Questions for Ben?,1173
Dark Shadows,1174
Big Boys Gone Bananas!*,1175
Daylight,1176
96 Minutes,1177
Columbus Circle,1178
The Decoy Bride,1179
Angels Crest,1180
Viva Riva!,1181
The Forgiveness of Blood,1182
Among Wolves,1183
Edwin Boyd: Citizen Gangster,1184
Beyond the Black Rainbow,1185
The Last Play at Shea,1186
The Clown,1187
Creature,1188
Vicky Donor,1189
Across the Line: The Exodus of Charlie Wright,1190
Three Steps Above Heaven,1191
The Dictator,1192
Thrive,1193
Keyhole,1194
The Island President,1195
Men in Black 3,1196
Snow White and the Huntsman,1197
Sound of My Voice,1198
EVA,1199
Chernobyl Diaries,1200
Chicken with Plums,1201
The Pirates! In an Adventure with Scientists!,1202
A Better Life,1203
Hemingway & Gellhorn,1204
Hick,1205
Prometheus,1206
The Pact,1207
Phyllis and Harold,1208
Letters to God,1209
Bernie,1210
Desi Boyz,1211
Inhale,1212
Take This Waltz,1213
Sound of Noise,1214
Wanderlust,1215
Moonrise Kingdom,1216
There Be Dragons,1217
Texas Killing Fields,1218
Kahaani,1219
Superman vs. The Elite,1220
I Wish,1221
Get the Gringo,1222
5 Days of War,1223
"Life, Above All",1224
Bio Slime,1225
Tracy Morgan: Black & Blue,1226
The Importance of Tying Your Own Shoes,1227
Exporting Raymond,1228
Vares - The Kiss of Evil,1229
A Few Best Men,1230
Late Bloomers,1231
Cosmopolis,1232
House of the Rising Sun,1233
A Thousand Words,1234
Chimpanzee,1235
Safety Not Guaranteed,1236
Madagascar 3: Europe's Most Wanted,1237
Bunnyman,1238
Blackthorn,1239
Your Sister's Sister,1240
Dead Space: Aftermath,1241
Kidnapped,1242
Brave,1243
Bel Ami,1244
What to Expect When You're Expecting,1245
To Rome with Love,1246
Abraham Lincoln: Vampire Hunter,1247
First Position,1248
4.3.2.1,1249
Detention,1250
For Greater Glory - The True Story of Cristiada,1251
Rock of Ages,1252
Seeking a Friend for the End of the World,1253
Ted,1254
The Giant Mechanical Man,1255
Magic Mike,1256
Revenge of the Electric Car,1257
On the Road,1258
Norman,1259
Joffrey: Mavericks of American Dance,1260
Extraterrestrial,1261
Cleanskin,1262
The Amazing Spider-Man,1263
ID:A,1264
Ice Age: Continental Drift,1265
Beasts of the Southern Wild,1266
People Like Us,1267
La sociedad del semáforo,1268
Savages,1269
Rat King,1270
Bela Kiss: Prologue,1271
Once Upon A Time in Phuket,1272
Mooz-lum,1273
The Union,1274
The Perfect Roommate,1275
